1.506837600000000000e+09 0.000000000000000000e+00
1.506841200000000000e+09 0.000000000000000000e+00
1.506844800000000000e+09 0.000000000000000000e+00
1.506848400000000000e+09 0.000000000000000000e+00
1.506852000000000000e+09 0.000000000000000000e+00
1.506855600000000000e+09 0.000000000000000000e+00
1.506859200000000000e+09 0.000000000000000000e+00
1.506862800000000000e+09 0.000000000000000000e+00
1.506866400000000000e+09 0.000000000000000000e+00
1.506870000000000000e+09 0.000000000000000000e+00
1.506873600000000000e+09 0.000000000000000000e+00
1.506877200000000000e+09 0.000000000000000000e+00
1.506880800000000000e+09 0.000000000000000000e+00
1.506884400000000000e+09 0.000000000000000000e+00
1.506888000000000000e+09 0.000000000000000000e+00
1.506891600000000000e+09 0.000000000000000000e+00
1.506895200000000000e+09 0.000000000000000000e+00
1.506898800000000000e+09 0.000000000000000000e+00
1.506902400000000000e+09 0.000000000000000000e+00
1.506906000000000000e+09 0.000000000000000000e+00
1.506909600000000000e+09 0.000000000000000000e+00
1.506913200000000000e+09 0.000000000000000000e+00
1.506916800000000000e+09 0.000000000000000000e+00
1.506920400000000000e+09 0.000000000000000000e+00
1.506924000000000000e+09 0.000000000000000000e+00
1.506927600000000000e+09 0.000000000000000000e+00
1.506931200000000000e+09 0.000000000000000000e+00
1.506934800000000000e+09 0.000000000000000000e+00
1.506938400000000000e+09 0.000000000000000000e+00
1.506942000000000000e+09 0.000000000000000000e+00
1.506945600000000000e+09 0.000000000000000000e+00
1.506949200000000000e+09 0.000000000000000000e+00
1.506952800000000000e+09 0.000000000000000000e+00
1.506956400000000000e+09 0.000000000000000000e+00
1.506960000000000000e+09 0.000000000000000000e+00
1.506963600000000000e+09 0.000000000000000000e+00
1.506967200000000000e+09 0.000000000000000000e+00
1.506970800000000000e+09 0.000000000000000000e+00
1.506974400000000000e+09 0.000000000000000000e+00
1.506978000000000000e+09 0.000000000000000000e+00
1.506981600000000000e+09 0.000000000000000000e+00
1.506985200000000000e+09 0.000000000000000000e+00
1.506988800000000000e+09 0.000000000000000000e+00
1.506992400000000000e+09 0.000000000000000000e+00
1.506996000000000000e+09 0.000000000000000000e+00
1.506999600000000000e+09 0.000000000000000000e+00
1.507003200000000000e+09 0.000000000000000000e+00
1.507006800000000000e+09 0.000000000000000000e+00
1.507010400000000000e+09 0.000000000000000000e+00
1.507014000000000000e+09 0.000000000000000000e+00
1.507017600000000000e+09 0.000000000000000000e+00
1.507021200000000000e+09 0.000000000000000000e+00
1.507024800000000000e+09 0.000000000000000000e+00
1.507028400000000000e+09 0.000000000000000000e+00
1.507032000000000000e+09 0.000000000000000000e+00
1.507035600000000000e+09 0.000000000000000000e+00
1.507039200000000000e+09 0.000000000000000000e+00
1.507042800000000000e+09 0.000000000000000000e+00
1.507046400000000000e+09 0.000000000000000000e+00
1.507050000000000000e+09 0.000000000000000000e+00
1.507053600000000000e+09 0.000000000000000000e+00
1.507057200000000000e+09 0.000000000000000000e+00
1.507060800000000000e+09 0.000000000000000000e+00
1.507064400000000000e+09 0.000000000000000000e+00
1.507068000000000000e+09 0.000000000000000000e+00
1.507071600000000000e+09 0.000000000000000000e+00
1.507075200000000000e+09 0.000000000000000000e+00
1.507078800000000000e+09 0.000000000000000000e+00
1.507082400000000000e+09 0.000000000000000000e+00
1.507086000000000000e+09 0.000000000000000000e+00
1.507089600000000000e+09 0.000000000000000000e+00
1.507093200000000000e+09 0.000000000000000000e+00
1.507096800000000000e+09 0.000000000000000000e+00
1.507100400000000000e+09 0.000000000000000000e+00
1.507104000000000000e+09 0.000000000000000000e+00
1.507107600000000000e+09 0.000000000000000000e+00
1.507111200000000000e+09 0.000000000000000000e+00
1.507114800000000000e+09 0.000000000000000000e+00
1.507118400000000000e+09 0.000000000000000000e+00
1.507122000000000000e+09 0.000000000000000000e+00
1.507125600000000000e+09 0.000000000000000000e+00
1.507129200000000000e+09 0.000000000000000000e+00
1.507132800000000000e+09 0.000000000000000000e+00
1.507136400000000000e+09 0.000000000000000000e+00
1.507140000000000000e+09 0.000000000000000000e+00
1.507143600000000000e+09 0.000000000000000000e+00
